,Repository,Forks,avg_grade,Correlation
73,BluetoothControl,0,0.16486009579026972,-0.03891145140246491
74,CHClanChat,2,0.2565597667638484,-0.03891145140246491
75,Otium-OS,0,0.35909090909090907,-0.03891145140246491
76,postJSON.gs,1,,-0.03891145140246491
77,vala-magento,0,0.29331306990881456,-0.03891145140246491
78,readback,0,0.023400191021967526,-0.03891145140246491
79,SimJulia.jl,35,0.02284263959390863,-0.03891145140246491
80,solMakerMKII,1,0.001126145487681172,-0.03891145140246491
81,rust-lua,2,0.7586206896551724,-0.03891145140246491
82,WinFF,0,0.004709165431237464,-0.03891145140246491
83,pettil,3,0.028458272088845337,-0.03891145140246491
84,FlashPlayer,0,0.27155963302752295,-0.03891145140246491
85,m3u,1,0.031395348837209305,-0.03891145140246491
86,audit-trigger,212,0.07432432432432431,-0.03891145140246491
87,curecode,4,0.007271543303668331,-0.03891145140246491
88,notes,0,0.022157996146435453,-0.03891145140246491
89,osc.io,0,0.13793103448275862,-0.03891145140246491
90,GSL.jl,28,0.06593406593406594,-0.03891145140246491
91,LizViz,0,0.17537313432835822,-0.03891145140246491
92,Rcompression,6,0.000549673089162761,-0.03891145140246491
93,7squared,0,0.027380211574362167,-0.03891145140246491
94,ns2stats_web_source,1,0.02428738773916439,-0.03891145140246491
95,e100,0,0.021524896265560166,-0.03891145140246491
96,fots-basex,4,0.216820987654321,-0.03891145140246491
97,SimpleOS-v2,0,0.03003482298316889,-0.03891145140246491
98,strands,0,0.029755900746419206,-0.03891145140246491
99,Hello-World,0,,-0.03891145140246491
100,autovala,15,0.03411710465652374,-0.03891145140246491
101,cleanSWF,1,0.005952380952380952,-0.03891145140246491
102,Kelm,0,0.04403131115459882,-0.03891145140246491
103,ai,2,0.07234726688102894,-0.03891145140246491
104,ECE437-MIPS-cached-processor,0,0.00042911702021141166,-0.03891145140246491
105,ECE437-MIPS-pipelined-processor,1,0.0004113797935387661,-0.03891145140246491
106,ECE437-MIPS-single-cycle-processor,1,0.00522344747533372,-0.03891145140246491
107,laweasyread-data,2,0.0001370973022524882,-0.03891145140246491
108,Intersection,2,0.2663551401869159,-0.03891145140246491
109,pandabrew,1,0.7558139534883721,-0.03891145140246491
110,sfdc-kc,0,0.023637820512820512,-0.03891145140246491
111,0xVim,1,0.14035087719298245,-0.03891145140246491
112,usbHid1769,0,0.06658175299556562,-0.03891145140246491
113,funKTionale,69,0.024750933997509342,-0.03891145140246491
114,MixedModels.jl,45,0.22536945812807882,-0.03891145140246491
115,auxos-ros-pkg,0,0.08582089552238806,-0.03891145140246491
116,apple_scripts,6,0.04860267314702309,-0.03891145140246491
117,OpenPics,16,0.0009858254289672813,-0.03891145140246491
118,Cappucino-Test-ArrayController1,0,0.019748653500897665,-0.03891145140246491
119,Quandl.jl,33,0.3090452261306532,-0.03891145140246491
120,MPFR.jl,1,0.1297709923664122,-0.03891145140246491
121,image_adapter,0,,-0.03891145140246491
122,MD_workflow,13,0.00022638812744287792,-0.03891145140246491
123,Dist-Zilla-PluginBundle-RJBS,6,0.14013840830449828,-0.03891145140246491
124,netpred,2,0.0005704181164793794,-0.03891145140246491
125,gr-fcdproplus,18,0.0037178390471803643,-0.03891145140246491
126,resonate13_kirnshop,0,0.0023742715303259228,-0.03891145140246491
127,pindel,87,0.00013397897042652168,-0.03891145140246491
128,rygel,11,0.07125154894671623,-0.03891145140246491
129,puremvc-haxe-multicore-framework,7,0.0021685254027261464,-0.03891145140246491
130,ndyacclex,17,0.006764235641372525,-0.03891145140246491
131,GeoAlg.jl,5,0.05046728971962617,-0.03891145140246491
132,thinker,0,0.023108030040439053,-0.03891145140246491
133,shocksInBurgersEquation,0,0.0007804229213605147,-0.03891145140246491
134,sc_periph,5,0.01086443079829948,-0.03891145140246491
135,JADA_Tech-ENGR100,1,,-0.03891145140246491
136,lovebeat,8,0.08585858585858586,-0.03891145140246491
137,sawfish,26,0.013484087102177553,-0.03891145140246491
138,Si4707_Breakout,12,0.011101905550952775,-0.03891145140246491
139,WWDCNotify,1,0.014195583596214511,-0.03891145140246491
140,ADT,5,0.10171919770773638,-0.03891145140246491
141,cm_device_rockchip_rk2918,1,0.066,-0.03891145140246491
142,Asteroids_Vala,1,0.2396551724137931,-0.03891145140246491
143,puremvc-haxe-util-async-stub,1,0.000821205346959259,-0.03891145140246491
144,ElectricalEnergyStorage,14,0.013238171981121215,-0.03891145140246491
145,openni_launch,25,0.07621951219512195,-0.03891145140246491
146,numbapro-examples,93,0.008061626657112145,-0.03891145140246491
147,Clannad_VN_Flowcharts,4,0.04494064443188242,-0.03891145140246491
148,metalib,21,0.028005170185264973,-0.03891145140246491
149,puremvc-haxe-demo-xinf-stopwatch,1,0.0002674022574380049,-0.03891145140246491
150,tcl-misc,0,0.3142493638676845,-0.03891145140246491
151,g33k,157,0.014621997268418094,-0.03891145140246491
152,Autofacto,0,0.030612244897959183,-0.03891145140246491
153,Test-Differences,8,0.13706563706563707,-0.03891145140246491
154,q3,24,0.06119402985074627,-0.03891145140246491
155,WarehousePhone,6,0.0015703069236259815,-0.03891145140246491
156,LAB-Streaming-API-Demo,1,0.5,-0.03891145140246491
157,openshift-neko-nginx,2,0.5007949125596184,-0.03891145140246491
158,sdram_controller,2,0.10796019900497512,-0.03891145140246491
159,railway-validator,1,0.22235872235872237,-0.03891145140246491
160,WordPerfect,1,,-0.03891145140246491
161,lingex,8,0.24436090225563908,-0.03891145140246491
162,glfw-rs,115,0.24583333333333335,-0.03891145140246491
163,currentlyPlaying,0,0.12389380530973451,-0.03891145140246491
164,salesforceApp,0,,-0.03891145140246491
165,tode,16,0.10451306413301663,-0.03891145140246491
166,p6-IO-Path-More,4,0.1483050847457627,-0.03891145140246491
167,PAsty-Bridge,0,0.11267605633802817,-0.03891145140246491
168,angular-gestures,105,0.2265625,-0.03891145140246491
169,gntp-plugin,0,0.012724014336917562,-0.03891145140246491
170,mtocoq,0,0.015063731170336037,-0.03891145140246491
171,max_package_downloader,7,0.1586021505376344,-0.03891145140246491
172,WasteWater,34,0.009291958548022925,-0.03891145140246491
173,larceny,29,0.003197662942639454,-0.03891145140246491
174,docs,27,0.00015662962193980324,-0.03891145140246491
175,AutoHotKey,2,0.04492512479201331,-0.03891145140246491
176,xpressada,0,0.09722222222222222,-0.03891145140246491
177,Alfred-WorkFlows,8,0.3188405797101449,-0.03891145140246491
178,Spot,4,0.0008922610015174508,-0.03891145140246491
179,FilmRedux,1,0.0018546976842774628,-0.03891145140246491
180,sandbox,0,0.031547104580812446,-0.03891145140246491
181,nested,4,0.06382978723404255,-0.03891145140246491
182,bakkabot,1,0.18669022379269729,-0.03891145140246491
183,Synthesizer,0,0.9309426229508198,-0.03891145140246491
184,gtkimageview,0,0.3310344827586207,-0.03891145140246491
185,SeasonHunter,0,0.0858806404657933,-0.03891145140246491
186,CLIP,11,0.09867577958137548,-0.03891145140246491
187,ws_fnc,5,0.11440677966101695,-0.03891145140246491
188,Grim-Fandango-Setup-and-Launcher,2,0.0795303500221533,-0.03891145140246491
189,adobe-blank,12,0.006527415143603133,-0.03891145140246491
190,illucia_dtr,10,0.0013820517545476084,-0.03891145140246491
191,Push,2,0.05847953216374269,-0.03891145140246491
192,Balanduino,98,0.004589045125610402,-0.03891145140246491
193,ops-platform-setup,4,0.04857444561774023,-0.03891145140246491
194,rose_backup,2,0.5,-0.03891145140246491
195,visages-superproject,4,0.12666666666666668,-0.03891145140246491
196,HaxePunk-UI,5,0.02344767694311767,-0.03891145140246491
197,bats-dev,0,0.02414853808587556,-0.03891145140246491
198,key-defender,0,0.0001277975114121983,-0.03891145140246491
199,ceylon-hands-on,0,0.5,-0.03891145140246491
200,bitcoin_arbitrage,17,0.044897959183673466,-0.03891145140246491
201,uboot,11,0.17594254937163376,-0.03891145140246491
202,Unstack2,2,0.17275747508305647,-0.03891145140246491
203,firefly-ice-electronics,1,0.009509259836627797,-0.03891145140246491
204,bf,1,0.02981171548117155,-0.03891145140246491
205,nu-postgresql,5,0.07665505226480836,-0.03891145140246491
206,motionsplan_exercise_program,0,0.03584607274644175,-0.03891145140246491
207,neptune,2,0.037149355572403335,-0.03891145140246491
208,GoogleCharts.jl,7,0.15857605177993528,-0.03891145140246491
209,vhdlstuff,4,0.6127049180327868,-0.03891145140246491
210,MobiWare,2,0.0649402390438247,-0.03891145140246491
211,SCSocket,0,0.2142857142857143,-0.03891145140246491
212,benchmarks_kt,1,0.30997474747474746,-0.03891145140246491
213,meta-linaro,1,0.13333333333333333,-0.03891145140246491
214,io-stuff,0,0.5174825174825175,-0.03891145140246491
215,the-wiki,2,0.024608501118568233,-0.03891145140246491
216,tarbz2.com,1,0.04643962848297213,-0.03891145140246491
217,autotrace,0,0.2006578947368421,-0.03891145140246491
218,ns2-tcp-performance,5,,-0.03891145140246491
219,webdev-env,0,0.03730158730158731,-0.03891145140246491
220,hygdrop,6,0.14098360655737704,-0.03891145140246491
221,tictactoe,0,0.08492822966507177,-0.03891145140246491
222,aoSpider,0,0.00460617227084293,-0.03891145140246491
223,PowerSystems,32,0.10028449502133713,-0.03891145140246491
224,rhawk,1,0.1,-0.03891145140246491
225,TradingSystem.jl,2,0.23478260869565218,-0.03891145140246491
226,Get2Search,1,0.5,-0.03891145140246491
227,SearchProviders,0,0.17301038062283736,-0.03891145140246491
228,playground-factor,4,0.14855875831485588,-0.03891145140246491
229,rssReader,0,0.000357653791130186,-0.03891145140246491
230,autohotkey-obfuscator,24,0.010066643283058577,-0.03891145140246491
231,cf-primer,6,0.08647798742138364,-0.03891145140246491
232,decimex,3,0.09508196721311475,-0.03891145140246491
233,cleboundaries,1,0.0011467607092653332,-0.03891145140246491
234,BangYourHead,9,0.0025558245897228946,-0.03891145140246491
235,StoreConnect,1,0.0032151208106001557,-0.03891145140246491
236,wolfhbot,4,0.0016733907940583166,-0.03891145140246491
237,Bitcoin-24-Apps-Script,0,0.046296296296296294,-0.03891145140246491
238,Web-App-Ballet,4,0.14183381088825214,-0.03891145140246491
239,opa-reactive-demos,1,0.06776034236804565,-0.03891145140246491
240,applescripts,8,0.10355029585798817,-0.03891145140246491
241,raingcal,0,1.0,-0.03891145140246491
242,Addons_Recent_Updates,2,0.09433962264150944,-0.03891145140246491
243,gobot,1,0.19494584837545126,-0.03891145140246491
244,conserve,14,0.025415444770283478,-0.03891145140246491
245,CAVEAT,0,0.9147286821705426,-0.03891145140246491
246,ml-skos,0,0.0015728108865866585,-0.03891145140246491
247,PersistentAda,2,0.5,-0.03891145140246491
248,programming-in-livescript,0,0.14782608695652175,-0.03891145140246491
249,Prime_Numbers,0,0.06422569027611044,-0.03891145140246491
250,ludum-dare-26,0,0.1230031948881789,-0.03891145140246491
251,microelec,2,0.006939904450590897,-0.03891145140246491
252,margarita,9,0.11337868480725624,-0.03891145140246491
253,configs,0,0.10107197549770292,-0.03891145140246491
254,pharo-ci,2,0.2874015748031496,-0.03891145140246491
255,policyman,0,0.06142365097588978,-0.03891145140246491
256,gervaise_quart_livre_de_danceries,1,0.0030360167460292097,-0.03891145140246491
257,vhdl,0,0.07785087719298245,-0.03891145140246491
258,Hover_the_Brainbow,2,0.01121562952243126,-0.03891145140246491
259,dartlang-bzip2,1,0.2389558232931727,-0.03891145140246491
260,forth-cpu,21,0.10808743169398907,-0.03891145140246491
261,openscad,4,0.016606906963578034,-0.03891145140246491
262,avalanche,3,0.06201708011386742,-0.03891145140246491
263,BreakoutBoards,0,0.22061295709633214,-0.03891145140246491
264,iPython_Notebook,1,0.000762906190359314,-0.03891145140246491
265,tkhostman,0,0.02021276595744681,-0.03891145140246491
266,klaxon,124,0.18421052631578946,-0.03891145140246491
267,lc3ide,1,0.010466161551303456,-0.03891145140246491
268,tapsterbot,103,0.00016146900916336627,-0.03891145140246491
269,rust-magickwand,0,0.32133333333333336,-0.03891145140246491
270,jr1,0,0.1282051282051282,-0.03891145140246491
271,bo-ios,0,0.10837438423645321,-0.03891145140246491
272,highlow,0,0.004610194902548726,-0.03891145140246491
273,mypaper,1,0.04434645651854989,-0.03891145140246491
274,viscosity,1,0.052853133769878394,-0.03891145140246491
275,perft_gpu,2,0.00136196241503993,-0.03891145140246491
276,fugu-pass,1,0.0162748643761302,-0.03891145140246491
277,Iliwi,2,0.0047169811320754715,-0.03891145140246491
278,ada-Stopwatch,3,0.16071428571428573,-0.03891145140246491
279,rep_scala,0,0.3060853769300636,-0.03891145140246491
280,logging-annotation,2,0.11244019138755981,-0.03891145140246491
281,process-explorer,5,0.03053691275167785,-0.03891145140246491
282,software-foundations,6,0.3662628145386766,-0.03891145140246491
283,oe-core,3,3.5048327437737345e-05,-0.03891145140246491
284,hector_models,47,0.08845208845208845,-0.03891145140246491
285,bfunc1,0,0.01799775028121485,-0.03891145140246491
286,jast,1,0.05428881650380022,-0.03891145140246491
287,twhgis,1,0.0005487604112044682,-0.03891145140246491
288,xilinx2,0,0.04246604871739599,-0.03891145140246491
289,aster,0,0.019073052794589384,-0.03891145140246491
290,PongProject,0,0.00042859342296345306,-0.03891145140246491
291,Pixelshop,0,0.1408102766798419,-0.03891145140246491
292,piggdSmeltScrapMetal2.1,1,0.06512981199641898,-0.03891145140246491
293,salt-states,2,0.06965174129353234,-0.03891145140246491
294,DesktopSearch,0,0.015066724063710719,-0.03891145140246491
295,licenses,1,0.021035598705501618,-0.03891145140246491
296,carousel,6,0.05752212389380531,-0.03891145140246491
297,bertha,1,0.31900073239414556,-0.03891145140246491
298,lapiswiki,1,0.1388888888888889,-0.03891145140246491
299,techgi,0,0.0007440094412232541,-0.03891145140246491
300,Frogger3.85,1,,-0.03891145140246491
301,ellihandler,3,0.15151515151515152,-0.03891145140246491
302,meta-exosense,2,0.00546448087431694,-0.03891145140246491
303,rust-experiments,0,0.2702702702702703,-0.03891145140246491
304,hogs,0,0.16450216450216448,-0.03891145140246491
305,MIPS32,8,0.00835379159847245,-0.03891145140246491
306,mztx06a,16,0.015593220338983051,-0.03891145140246491
307,arXiv-fetcher,0,0.06310679611650485,-0.03891145140246491
308,bash,0,0.07224025974025974,-0.03891145140246491
309,SLAE32,0,0.09595959595959595,-0.03891145140246491
310,SCR,0,0.01984659635666347,-0.03891145140246491
311,ampro,1,0.03229440480660909,-0.03891145140246491
312,CGRASP.jl,4,0.38414634146341464,-0.03891145140246491
313,fpw,0,0.0019018887722980064,-0.03891145140246491
314,vDome-max,1,0.004337188612099644,-0.03891145140246491
315,apex-utils,1,0.25,-0.03891145140246491
316,Pentax-S5z-LED-ring,0,0.05327053592323894,-0.03891145140246491
317,limioptic,0,0.00021843857743352385,-0.03891145140246491
318,Mandelbrot-VHDL,2,0.007951207050708902,-0.03891145140246491
319,CSS-Grammar-raku,5,0.11969111969111969,-0.03891145140246491
320,dicp,0,0.39136760426770123,-0.03891145140246491
321,grammar-julia,0,0.0024786833234186002,-0.03891145140246491
322,Curvelet.jl,7,0.1436077057793345,-0.03891145140246491
323,JSON.awk,78,0.040383299110198494,-0.03891145140246491
324,kanto,0,0.02649414664202095,-0.03891145140246491
325,cachemoney,0,0.0015175525771534476,-0.03891145140246491
326,storyteller,9,0.2992957746478873,-0.03891145140246491
327,learning_coqt,0,0.6111111111111112,-0.03891145140246491
328,plagel.io,0,0.5352112676056338,-0.03891145140246491
329,spec.io,0,0.18472906403940886,-0.03891145140246491
330,hyakuman_no_kiseki,0,0.8521505376344085,-0.03891145140246491
331,Pivotal,5,0.091324200913242,-0.03891145140246491
332,forensics-research,0,0.25824175824175827,-0.03891145140246491
333,PHYS20213,0,0.003387410772225827,-0.03891145140246491
334,kotlin-workshop,1,0.024881516587677725,-0.03891145140246491
335,vntnew,0,0.017326732673267328,-0.03891145140246491
336,android-hackabot-cad,0,0.33491792319691005,-0.03891145140246491
337,v1.pirhoo.com,0,0.053571428571428575,-0.03891145140246491
338,IntroToApexLondon2013,1,0.03977272727272727,-0.03891145140246491
339,DeleteThisRepo,1,0.5,-0.03891145140246491
340,PHYS202-S13,0,0.041391114914805884,-0.03891145140246491
341,exjobb,0,0.09259259259259259,-0.03891145140246491
342,CSP-X10,0,0.02429088714544357,-0.03891145140246491
343,packin,0,0.0026849962410052624,-0.03891145140246491
344,WingFly-Shield,3,0.0012004801920768306,-0.03891145140246491
345,etc,0,0.14838709677419354,-0.03891145140246491
346,mirror-shard,3,0.015990593768371548,-0.03891145140246491
347,sw_foc_motor_control,9,0.008012820512820512,-0.03891145140246491
348,Luanda,0,0.06689043394869336,-0.03891145140246491
349,Flux_PD,0,0.0,-0.03891145140246491
350,amuse,89,0.00013324967277928456,-0.03891145140246491
351,string-clustering,0,0.10090556274256145,-0.03891145140246491
352,KaraPlugin,0,0.007597801487229227,-0.03891145140246491
353,aule,0,0.0038383697396887433,-0.03891145140246491
354,GoogleAppsScript,0,0.019050593379138038,-0.03891145140246491
355,elixir-operators,1,0.04056291390728477,-0.03891145140246491
356,ccsltsnp2013,0,0.23272727272727273,-0.03891145140246491
357,electricimp-nRF24L01,0,0.044662309368191724,-0.03891145140246491
358,neurlang,24,0.0668693009118541,-0.03891145140246491
359,Arduino-Project,0,0.005808546394948523,-0.03891145140246491
360,pcb,0,0.16942148760330578,-0.03891145140246491
361,agda-miscellanea,1,0.019210150107219444,-0.03891145140246491
362,makeroot,0,0.06420765027322405,-0.03891145140246491
363,phd-experiments,0,0.0024062278839348905,-0.03891145140246491
364,elixir-oop,2,0.13313609467455623,-0.03891145140246491
365,ad4julia,2,0.2688356164383562,-0.03891145140246491
366,ex_doc,261,0.0026273142464273438,-0.03891145140246491
367,PySide.jl,6,0.05738434163701067,-0.03891145140246491
368,iopackage,2,0.1686046511627907,-0.03891145140246491
369,xqiv,0,0.03095558546433378,-0.03891145140246491
370,Rtorrent-Auto-Install,115,0.017738359201773836,-0.03891145140246491
371,moonshot-ui,1,0.11071428571428571,-0.03891145140246491
372,uvm-utest,1,0.14615384615384616,-0.03891145140246491
373,7l7w-io,0,0.35,-0.03891145140246491
374,studies,1,0.003112411672288367,-0.03891145140246491
375,PSGI,7,0.058886509635974305,-0.03891145140246491
376,sourcemod-huntsman-hell,0,0.03726169844020797,-0.03891145140246491
377,arpm,0,0.012702702702702703,-0.03891145140246491
378,jphiz,0,0.16729323308270677,-0.03891145140246491
379,jira-status-board,5,0.013201320132013201,-0.03891145140246491
380,system_F_sub,0,0.030529321326597848,-0.03891145140246491
381,ruby-ohai,0,0.16,-0.03891145140246491
382,kitlogisticsweb,0,0.02702702702702703,-0.03891145140246491
383,FLOP,0,0.03576248313090419,-0.03891145140246491
384,dfuw-ahk,0,0.09801762114537445,-0.03891145140246491
385,shotwell,0,0.13903061224489796,-0.03891145140246491
386,pinspect,0,0.33333333333333337,-0.03891145140246491
387,north-american-scum,0,0.6021505376344086,-0.03891145140246491
388,Smalltalk-Design-Patterns-Assignments,0,0.4318181818181818,-0.03891145140246491
389,jingle_jangle,0,0.35359589041095896,-0.03891145140246491
390,gputools,33,0.0254381694255112,-0.03891145140246491
391,pixelboard,1,0.01485278080697928,-0.03891145140246491
392,TAO-GL,0,0.0272798057136501,-0.03891145140246491
393,beatbox,1,0.0002217614512069367,-0.03891145140246491
394,books,1,0.010417081029476112,-0.03891145140246491
395,Tiny-AVR-Programmer,21,0.002823199927726082,-0.03891145140246491
396,ld-decode,37,0.017185238784370477,-0.03891145140246491
397,Wombat_scripts,1,0.09240506329113923,-0.03891145140246491
398,pd-tools,0,0.05794947994056464,-0.03891145140246491
399,glfo,0,0.3125,-0.03891145140246491
400,buildroot-2012.11-ab,0,0.000133790514634771,-0.03891145140246491
401,crystal,0,0.04331210191082802,-0.03891145140246491
402,3D-parts,35,0.00012406050017058317,-0.03891145140246491
403,MooX-Aliases,1,0.1722689075630252,-0.03891145140246491
404,Mini-project_in_Databases,0,0.0030968629924872397,-0.03891145140246491
405,svnbranch,0,0.1,-0.03891145140246491
406,rust-graph,0,0.4921875,-0.03891145140246491
407,rust-bson,0,0.10427226647356988,-0.03891145140246491
408,erm,1,0.16791044776119401,-0.03891145140246491
409,rajmak.wordpress.com,16,0.000376965606376104,-0.03891145140246491
410,hard-cv,41,0.030154277699859747,-0.03891145140246491
411,christmas-carols,8,0.19095477386934673,-0.03891145140246491
412,rust-codecs,2,0.03546182846371348,-0.03891145140246491
413,lilypond-songs,3,0.0006897910918407567,-0.03891145140246491
414,tcl_exceptions,1,0.5,-0.03891145140246491
415,Maya_Tools,19,0.00046161962542864683,-0.03891145140246491
416,vlogdump,7,0.07663551401869159,-0.03891145140246491
417,hx-signals,0,0.05721003134796238,-0.03891145140246491
418,state-space-model,0,0.11757990867579908,-0.03891145140246491
419,Xtend-utils,0,0.02420470262793914,-0.03891145140246491
420,shookai.org.nginx.conf,1,0.1391304347826087,-0.03891145140246491
421,Gtk-Installer,2,0.007753303964757709,-0.03891145140246491
422,mercury-json,3,0.11199421965317918,-0.03891145140246491
423,coq-fp,1,0.13077831930290945,-0.03891145140246491
424,eagle,1,0.04407894736842105,-0.03891145140246491
425,perl-Text-ANSITable,2,0.0308,-0.03891145140246491
426,brain-art,0,0.0871559633027523,-0.03891145140246491
427,FunctionalCollections.jl,35,0.02138871667699938,-0.03891145140246491
428,candidacy-exam,1,0.007042253521126761,-0.03891145140246491
429,ExpressionUtils.jl,3,0.5862068965517241,-0.03891145140246491
430,FunctionalUtils.jl,6,0.1252336448598131,-0.03891145140246491
431,MiracleBerries,0,0.5,-0.03891145140246491
432,ValueDispatch.jl,3,0.3571428571428571,-0.03891145140246491
433,rust-llvm,0,0.024229074889867842,-0.03891145140246491
434,cmake-font-lock,5,0.007269422989550204,-0.03891145140246491
435,svlad2,1,0.02586206896551724,-0.03891145140246491
436,DateTime-Format,16,0.109375,-0.03891145140246491
437,vlab_memoize,0,0.03618134263295554,-0.03891145140246491
438,SocialPoint,0,0.0003379241242460559,-0.03891145140246491
439,plowman,1,0.2444933920704846,-0.03891145140246491
440,nme_download_file_example,0,0.003518648838845883,-0.03891145140246491
441,button-masher,0,0.07489451476793249,-0.03891145140246491
442,tensor,4,0.06692913385826771,-0.03891145140246491
443,dwt,1,0.3324175824175824,-0.03891145140246491
444,neerogi,4,0.009820207152628494,-0.03891145140246491
445,PS2_preference_form,2,0.125,-0.03891145140246491
446,CPP,0,0.5,-0.03891145140246491
447,debug,0,0.03653295128939828,-0.03891145140246491
448,puttyCluster,7,0.08670520231213873,-0.03891145140246491
449,URLParse.jl,2,0.05730129390018484,-0.03891145140246491
450,Sparki,41,0.0945945945945946,-0.03891145140246491
451,dotfiles,0,0.00047723351402944165,-0.03891145140246491
452,EasyAnimTool,0,0.032717358376249624,-0.03891145140246491
453,Datetime-Math,7,0.10474006116207951,-0.03891145140246491
454,klvm,1,0.10515873015873016,-0.03891145140246491
455,appleScript,0,0.1619718309859155,-0.03891145140246491
456,WhoDoTheyServe.com,13,0.2619047619047619,-0.03891145140246491
457,dspunit,1,0.048436811977102597,-0.03891145140246491
458,SolarStud,0,0.0009248832856172063,-0.03891145140246491
459,octopus,1,0.06573426573426575,-0.03891145140246491
460,nccoex,1,0.09925558312655088,-0.03891145140246491
461,hatnote.com,0,0.07377049180327869,-0.03891145140246491
462,hi-rezclimate,1,0.17625000000000002,-0.03891145140246491
463,mlworks,18,0.0018845375988233131,-0.03891145140246491
464,PopR,2,0.015726933830382105,-0.03891145140246491
